3000031,56.0606060606061
3000047,87.9518072289157
3000207,50
3000223,72.3404255319149
3000341,73.8255033557047
3000353,75.8620689655172
3000381,76.8115942028985
3000399,78.343949044586
3000441,60.8695652173913
3000457,87.5862068965517
3000469,60.3846153846154
3000472,83.6909871244635
3000575,77.7777777777778
3000587,76.4705882352941
3000615,73.1707317073171
3000633,59.4594594594595
3000675,81.4814814814815
3000706,84.9462365591398
3000761,87.9699248120301
3000851,62.0689655172414
3000867,83.9285714285714
3000985,81.3793103448276
3000997,83.5016835016835
3001025,75.7062146892655
3001043,71.4285714285714
3001062,0
3001085,11.1111111111111
3001219,72
3001277,83.3333333333333
3001319,83.3333333333333
3001335,71.6049382716049
3001453,75.3424657534247
3001465,78.5234899328859
3001493,72
3001511,75.8928571428571
3001552,60
3001686,76.1194029850746
3001698,80.7692307692308
3001726,65.625
3001736,0
3001744,76.1904761904762
3001786,66.6666666666667
3001802,84.2105263157895
3001900,0
3001960,72.2222222222222
3001978,50
3002036,76.9230769230769
3002051,65.1162790697674
3002154,81.0457516339869
3002212,73.3333333333333
3002254,80
3002270,75
3002428,66.6666666666667
3002488,40
3002604,54.5454545454545
3002738,65.9574468085106
3002750,71.6417910447761
3002778,67.8571428571429
3002796,72
3002837,100
3002971,94.5945945945946
3002983,96.2264150943396
3003011,54.7169811320755
3003029,84.375
3003071,50
3003087,85.7142857142857
3003185,100
3003245,83.3333333333333
3003263,100
3003321,90.9090909090909
3003336,96
3003439,88.5714285714286
3003497,90.4761904761905
3003539,25
3003731,66.6666666666667
3003906,73.3333333333333
3003949,100
3003965,100
3004083,73.6842105263158
3004123,67.6470588235294
3004183,42.8571428571429
3004199,100
3004214,80
3004257,74.0740740740741
3004317,85.7142857142857
3004319,40
3004357,59.375
3004417,66.6666666666667
3004447,100
3004502,100
3004550,100
3004562,87.5
3004590,91.304347826087
3004608,81.25
3004650,20
3004666,84.6153846153846
3004681,57.1428571428571
3004744,0
3004784,70
3004796,89.1304347826087
3004824,75
3004884,33.3333333333333
3005118,80
3005381,0
3005543,100
3005555,100
3005661,65.2173913043478
3005701,70.3703703703704
3005719,80
3005761,75
3005777,66.6666666666667
3005789,100
3005792,100
3005847,80
3005937,69.5652173913043
3005953,82.3529411764706
3005993,5.88235294117647
3006071,75
3006111,65.7142857142857
3006129,91.6666666666667
3006305,86.6666666666667
3006363,71.4285714285714
3006405,37.5
3006421,80.9523809523809
3006551,62.5
3006597,100
3006654,50
3006772,74.5614035087719
3006784,76.4044943820225
3006812,65.7407407407407
3006830,78.9473684210526
3006872,57.6923076923077
3006888,78.7878787878788
3007047,100
3007109,50
3007125,65.5172413793103
3007140,75.5555555555556
3007301,68.9189189189189
3007362,77.7777777777778
3007402,100
3007420,92.3076923076923
3007462,0
3007595,84.0909090909091
3007607,84.7058823529412
3007635,76.4705882352941
3007653,80.6451612903226
3007694,70
3007828,100
3007840,100
3007886,100
3007928,50
3008120,100
3008295,0
3008472,85.7142857142857
3008512,66.6666666666667
3008572,100
3008588,0
3009073,100
3009232,100
3009294,100
3009310,91.6666666666667
3009325,62.8571428571429
3009486,80.7692307692308
3009547,100
3009587,80.5555555555556
3009605,83.3333333333333
3009647,100
3009780,78.5714285714286
3009792,83.3333333333333
3009820,73.0769230769231
3009880,66.6666666666667
3010014,84.6153846153846
3010026,86.6666666666667
3010054,76.9230769230769
3010072,100
3010247,100
3010259,100
3010287,66.6666666666667
3010297,0
3010305,66.6666666666667
3010347,100
3010363,100
3010521,50
3010612,80
3010890,66.6666666666667
3010930,44.4444444444444
3011182,100
3011533,95.2380952380952
3011573,67.8571428571429
3011591,88.8888888888889
3011633,40
3011649,66.6666666666667
3011661,0
3011664,100
3011719,68.75
3011809,50
3011825,50
3011865,0
3011943,91.6666666666667
3011983,70.7317073170732
3012001,66.6666666666667
3012177,90
3012235,100
3012277,100
3012293,80
3012423,89.5833333333333
3012469,100
3012685,100
3012747,33.3333333333333
3012763,72.4137931034483
3012778,76.056338028169
3012939,65
3013000,60
3013040,68.9655172413793
3013058,73.9130434782609
3013100,0
3013233,71.4285714285714
3013245,81.8181818181818
3013273,56.25
3013333,33.3333333333333
3013467,82.3529411764706
3013479,72.2222222222222
3013507,61.1111111111111
3013525,50
3013700,100
3013712,100
3013740,80
3013758,96
3013800,0
3013816,75
3013914,100
3013974,100
3014050,100
3014065,85.1851851851852
3014168,78.2608695652174
3014226,50
3014268,50
3014284,63.6363636363636
3014442,76.9230769230769
3014502,0
3014736,0
3014928,100
3015103,100
3015162,100
3015174,100
3015280,81.25
3015380,66.6666666666667
3015396,84.0909090909091
3015411,78.6324786324786
3015454,13.4615384615385
3015514,77.7777777777778
3015516,28.5714285714286
3015554,70.8333333333333
3015614,90.9090909090909
3015805,79.5918367346939
3015864,100
3015876,100
3015980,85.7142857142857
3016022,55.5555555555556
3016038,85.1851851851852
3016156,78.9473684210526
3016196,67.6470588235294
3016256,100
3016390,100
3016402,100
3016490,66.6666666666667
3016682,100
3016857,0
3016916,100
3017034,80
3017074,53.4883720930233
3017134,61.1111111111111
3017150,89.2307692307692
3017165,74.390243902439
3017208,66.6666666666667
3017268,69.2307692307692
3017270,28.5714285714286
3017308,46.6666666666667
3017368,83.3333333333333
3017398,100
3017559,73.3333333333333
3017618,100
3017630,50
3017734,0
3017777,100
3017793,100
3017805,0
3017911,71.4285714285714
3017951,50.8196721311475
3018011,63.1578947368421
3018027,85
3018042,80
3018085,59.2592592592593
3018145,72.7272727272727
3018147,57.8947368421053
3018185,54.7169811320755
3018245,80
3018330,81.2154696132597
3018378,91.4893617021277
3018390,84.6153846153846
3018418,50
3018436,66.6666666666667
3018478,77.7777777777778
3018494,78.2608695652174
